numeroCamara,numeroSenado,tituloCorto,tipo,autores,estado,comision,origen,cuatrenio,legislatura,url,tituloLargo,objeto
230/2022C,,"MINIMO VITAL DE AGUA POTABLE","Ley Ordinaria","[""H.R.José Octavio Cardona León""]",Retirado,"Comisión Sexta o de Transportes y Comunicaciones","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/minimo-vital-de-agua-potable,"POR MEDIO DE LA CUAL SE ESTABLECE EL MINIMO VITAL DE AGUA POTABLE EN COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES","Para efectos de la presente ley se entenderá el mínimo vital de agua como la cantidad mínima de agua potable que requiere una persona de forma continua y suficiente con la finalidad de satisfacer el cubrimiento de sus necesidades básicas de alimentación, salubridad y saneamiento."
229/2022C,,"FONDOS DE CAFE ESPECIALES","Ley Ordinaria","[""H.S.Paola Andrea Holguín Moreno"",""H.R.Juan Fernando Espinal Ramírez"",""H.R.Jaime Rodríguez Contreras"",""H.R.Leonor María Palencia Vega"",""H.R.Ana Rogelia Monsalve Álvarez"",""H.R.Carlos Edward Osorio Aguiar"",""H.R.Flora Perdomo Andrade"",""H.R.Erick Adrián Velasco Burbano"",""H.R.Héctor Mauricio Cuéllar Pinzón"",""H.R.Olga Beatriz González Correa"",""H.R.Teresa De Jesús Enríquez Rosero"",""H.R.Julio Roberto Salazar Pérdomo"",""H.R.Sandra Milena Ramírez Caviedes"",""H.R.Oscar Leonardo Villamizar Meneses""]",Retirado,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/fondos-de-cafe-especiales,"Por medio de la cual se crea el Fondo Emprender de Cafés Especiales para el impulso del sector productor de cafés especiales en todo el territorio nacional y se dictan otras disposiciones","Créase el Fondo Emprender de Cafés Especiales, para el impulso del sector productor de cafés especiales en todo el territorio nacional, acompañado de líneas de crédito, asesoría técnica, investigación, apertura de mercados, asesoría y acompañamiento para su producción, empaque, distribución y comercialización."
228/2022C,,"UNIVERSIDAD DEL SUR","Ley Ordinaria","[""H.R.Alexander Harley Bermúdez Lasso"",""H.R.Julián Peinado Ramírez"",""H.R.Wilmer Yesid Guerrero Avendaño"",""H.R.Luis Carlos Ochoa Tobón"",""H.R.Álvaro Henry Monedero Rivera"",""H.R.Carlos Alberto Cuenca Chaux"",""H.R.Mauricio Parodi Díaz"",""H.R.Álvaro Leonel Rueda caballero"",""H.R.Hugo Alfonso Archila Suárez"",""H.R.Dolcey Oscar Torres Romero"",""H.R.Mónica Karina Bocanegra Pantoja"",""H.R.Gilma Díaz Arias"",""H.R.Gerson Lisímaco Montaño Arizala"",""H.R.Andrés David Calle Aguas""]","Trámite en Comisión","Comisión Cuarta o Presupuesto","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/universidad-del-sur,"Por la cual se crea la Universidad del Sur de Colombia, la Universidad de la Paz y se dictan otras disposiciones","Créase la Universidad del Sur en el municipio de San José del Guaviare, la cual llevará por nombre ""Universidad del Sur”, con fundamento legal en la Ley 30 de 1992, la cual se regirá por las disposiciones de la presente Ley y demás normas concordantes."
227/2022C,,"CAPACITACION CONGRESISTAS","Ley Ordinaria","[""H.R.Juan Carlos Wills Ospina"",""H.R.Julián David López Tenorio"",""H.R.Carlos Adolfo Ardila Espinosa"",""H.R.Duvalier Sánchez Arango"",""H.R.Hernando González"",""H.R.Saray Elena Robayo Bechara"",""H.R.Catherine Juvinao Clavijo"",""H.R.Adriana Carolina Arbeláez Giraldo"",""H.R.Yulieth Andrea Sánchez Carreño"",""H.R.Jaime Raúl Salamanca Torres"",""H.R.Diego Fernando Caicedo Navas"",""H.R.David Ricardo Racero Mayorca"",""H.R.Álvaro Leonel Rueda caballero""]",Retirado,"Comisión Primera Constitucional Permanente","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/capacitacion-congresistas-0,"Por medio de la cual se modifica el artículo 31 de la ley 489 de 1998 y se dictan otras disposiciones","Modificar el artículo 31 de la ley 489 de 1998 con el propósito de capacitar a los congresistas nuevos, y de actualizar a los congresistas reelegidos, en materia de estructura del Estado, Función Pública, Régimen presupuestal, ley 5 de 1992 y ley 3 de 1992 o aquellas que las modifiquen, adicionen o sustituyan; y establecer disposiciones generales sobre el programa académico"
226/2022C,,TURISMO,"Ley Ordinaria","[""H.R.Juan Loreto Gómez Soto""]","Trámite en Plenaria","Comisión Sexta o de Transportes y Comunicaciones","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/turismo-1,"POR EL CUAL SE MODIFICA LA LEY GENERAL DEL TURISMO Y SE DICTAN OTRAS DISPOSICIONES","La presente ley tiene por objeto fomentar la sostenibilidad de los destinos y atractivos turísticos, fortaleciendo la competitividad y calidad del sector. Así también, pretende impulsar la promoción, transformación y oportunidades de la industria turística."
225/2022C,107/2021S,"NIÑOS, NIÑAS Y ADOLESCENTES","Ley Ordinaria","[""H.S.Maritza Martínez Aristizábal""]","Trámite en Plenaria","Comisión Primera Constitucional Permanente",Senado,2022-2026,2022-2023,https://www.camara.gov.co/ninos-ninas-y-adolescentes-0,"POR MEDIO DE LA CUAL SE ESTABLECE EL PROCESO ADMINISTRATIVO POR EL INCUMPLIMIENTO INJUSTIFICADO AL REGIMEN DE VISITAS EN FAVOR DE NIÑOS, NIÑAS Y ADOLESCENTES Y SE DICTAN OTRAS DISPOSICIONES.","Establecer un proceso administrativo aplicable en los casos de incumplimiento injustificado al régimen de visitas establecido en favor de los niños, niñas y adolescentes, con el fin de garantizarles su derecho a tener una familia y no ser separados de ella."
224/2022C,,"CONTROL FISCAL","Acto Legislativo","[""H.R.Olga Lucia Velásquez Nieto"",""H.R.Jaime Raúl Salamanca Torres"",""H.R.Gloria Liliana Rodríguez Valencia"",""H.R.Elkin Rodolfo Ospina Ospina"",""H.R.Erika Tatiana Sánchez Pinto"",""H.R.Wilmer Yesid Guerrero Avendaño"",""H.R.Kelyn Johana González Duarte"",""H.R.José Alberto Tejada Echeverry"",""H.R.Heraclito Landinez Suárez"",""H.R.Olga Beatriz González Correa"",""H.R.Juan Camilo Londoño Barrera"",""H.R.Etna Tamara Argote Calderón""]",Retirado,"Comisión Primera Constitucional Permanente","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/control-fiscal-0,"Por medio del cual se modifican los artículos 116, 126, 156, 174, 178, 197, 267, 268, 271, 272, 273 y 274 de la Constitución Política, se adicionan los artículos 248A y 248B, y se dictan otras disposiciones",""
223/2022C,,BANCOS,"Ley Ordinaria","[""H.S.Berner león Zambrano Erazo"",""H.S.Norma Hurtado Sánchez"",""H.S.Alejandro Alberto Vega Pérez"",""H.S.Alfredo Rafael Deluque Zuleta"",""H.S.José David Name Cardozo"",""H.S.Julio Elías Chagui Flórez"",""H.S.Carlos Abraham Jiménez"",""H.S.Alejandro Carlos Chacón Camargo"",""H.S.Pedro Hernando Flórez Porras"",""H.R.Jorge Eliécer Tamayo Marulanda"",""H.R.José Eliécer Salazar López"",""H.R.Hernando Guida Ponce"",""H.R.Milene Jarava Díaz"",""H.R.Astrid Sánchez Montes De Oca"",""H.R.Ana Paola García Soto"",""H.R.Teresa De Jesús Enríquez Rosero"",""H.R.Saray Elena Robayo Bechara"",""H.R.Diego Fernando Caicedo Navas"",""H.R.Alexander Guarín Silva"",""H.R.Camilo Esteban Ávila Morales"",""H.R.Luis David Súarez Chadid"",""H.R.Ruth Amelia Caycedo Rosero"",""H.R.Jorge Méndez Hernández"",""H.R.Julio César Triana Quintero"",""H.R.Álvaro Henry Monedero Rivera"",""H.R.Oscar Rodrigo Campo Hurtado"",""H.R.Duvalier Sánchez Arango"",""H.R.Luis Alberto Albán Urbano"",""H.R.Pedro José Súarez Vacca"",""H.R.Alirio Uribe Muñoz"",""H.R.Hugo Alfonso Archila Suárez"",""H.R.Luis Miguel López Aristizábal""]","Trámite en Plenaria","Comisión Tercera o de Hacienda y Crédito Público","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/bancos-0,"Por medio del cual se establecen medidas para proteger al consumidor financiero frente a los delitos en contra de la información y de los datos en el sector financiero y se dictan otras disposiciones","La presente ley, busca establecer más y mejores herramientas a los consumidores financieros, debido a las constantes afectaciones ocasionadas a ellos, por los delitos relacionados con la protección de la información y de los datos frente a las diferentes barreras administrativas, generadas por las entidades financieras y/o establecimientos de crédito."
222/2022C,205/2022S,"PRESUPUESTO GENERAL DE REGALIAS","Ley Ordinaria","[""Ministro de Hacienda y Crédito Público - Jose Antonio Ocampo"",""Ministra de Minas y Energía - Irene Velez Torres""]",Ley,"Comisión Cuarta o PresupuestoComisión Tercera o de Hacienda y Crédito Público","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/presupuesto-general-de-regalias,"POR LA CUAL SE DECRETA EL PRESUPUESTO DEL SISTEMA GENERAL DE REGALÍAS PARA EL BIENIO DEL 1° DE ENERO DE 2023 AL 31 DE DICIEMBRE DE 2024","Este proyecto de ley establece el presupuesto del SGR para el bienio 2023-2024. La eficiencia como se ejecute este presupuesto puede convertirlo en un motor de desarrollo para los territorios, la transición energética, la transformación productiva, y el cierre de brechas sociales y regionales"
221/2022C,,"LEY ADULTO MAYOR","Ley Ordinaria","[""H.S.Karina Espinosa Oliver"",""H.S.Oscar Mauricio Giraldo Hernández"",""H.S.Alejandro Alberto Vega Pérez"",""H.S.Miguel Ángel Pinto Hernández"",""H.S.Juan Pablo Gallo Maya"",""H.S.Alejandro Carlos Chacón Camargo"",""H.S.John Jairo Roldán Avendaño"",""H.R.Gilma Díaz Arias"",""H.R.Karyme Adrana Cotes Martínez"",""H.R.Jezmi Lizeth Barraza Arraut"",""H.R.Olga Beatriz González Correa"",""H.R.Germán Rogelio Rozo Anís"",""H.R.Mónica Karina Bocanegra Pantoja"",""H.R.Luis Carlos Ochoa Tobón"",""H.R.Carlos Felipe Quintero Ovalle"",""H.R.Alexander Harley Bermúdez Lasso"",""H.R.Hugo Alfonso Archila Suárez"",""H.R.Julián Peinado Ramírez"",""H.R.Elizabeth Jay-Pang Díaz"",""H.R.Flora Perdomo Andrade""]","Trámite en Plenaria","Comisión Tercera o de Hacienda y Crédito Público","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/ley-adulto-mayor,"Por medio del cual se modifican parcialmente las leyes 1850 de 2017 y la ley 1276 de 2009 y se dictan otras disposiciones","La presente Ley tiene por objeto garantizar la protección efectiva de los derechos de las personas de la tercera edad o adultos mayores en condiciones de descuido, vulnerabilidad, abandono, victimas de violencia intrafamiliar, indigencia o extrema pobreza, a través del recurso de estampilla para el bienestar del adulto mayor que se recauden en las entidades territoriales del orden nacional, destinados a los centros de bienestar, centros vida y granjas del adulto mayor."
220/2022C,220/2021S,"ACUERDO CROACIA","Ley Ordinaria","[""Ministra de Relaciones Exteriores - Martha Lucia Ramirez Blanco"",""Ministra de Comercio"",""Industria y Turismo - Martha Ximena Lombana""]",Ley,"Comisión Segunda o de Relaciones Internacionales",Senado,2022-2026,2022-2023,https://www.camara.gov.co/acuerdo-croacia,"POR MEDIO DE LA CUAL SE APRUEBA EL «PROTOCOLO ADICIONAL DEL ACUERDO COMERCIAL ENTRE LA UNIÓN EUROPEA Y SUS ESTADOS MIEMBROS POR UNA PARTE, Y COLOMBIA Y EL PERÚ, POR OTRA, PARA TENER EN CUENTA LA ADHESIÓN DE LA REPÚBLICA DE CROACIA A LA UNIÓN EUROPEA», SUSCRITO EN BRUSELAS, EL 30 DE JUNIO DE 2015",""
219/2022C,176/2021S,"RECURSOS FITOGENETICOS","Ley Ordinaria","[""Ministra de Relaciones Exteriores - Martha Lucia Ramirez Blanco"",""Ministro de Agricultura y Desarrollo Rural - Rodolfo Enrique Zea"",""Ministro de Ambiente y Desarrollo Sostenible - Carlos Eduardo Correa""]",Ley,"Comisión Segunda o de Relaciones Internacionales",Senado,2022-2026,2022-2023,https://www.camara.gov.co/recursos-fitogeneticos,"POR MEDIO DE LA CUAL SE APRUEBA EL «TRATADO INTERNACIONAL SOBRE LOS RECURSOS FITOGENÉTICOS PARA LA ALIMENTACIÓN Y LA AGRICULTURA», ADOPTADO POR EL 31° PERIODO DE SESIONES DE LA CONFERENCIA DE LA FAO, EN ROMA, EL 3 DE NOVIEMBRE DE 2001",""
218/2022C,,"GESTIÓN INTEGRAL RESIDUOS TEXTILES","Ley Ordinaria","[""H.R.Alfredo Ape Cuello Baute"",""H.R.Libardo Cruz Casado""]","Trámite en Plenaria","Comisión Quinta Constitucional Permanente","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/gestion-integral-residuos-textiles-0,"Por medio de la cual se crea el sistema de gestión integral de residuos textiles para grandes empresas productoras o comercializadoras de textil",". Establecer un sistema de gestión integral de residuos textiles para grandes empresas productoras o comercializadoras de textil, con el fin de promover la economía circular, mitigar el cambio climático, disminuir la huella hídrica y aliviar la presión que soportan los rellenos sanitarios."
217/2022C,,"REFORMA A LA LEY 142 DE 1994","Ley Ordinaria","[""H.R.Alfredo Ape Cuello Baute"",""H.R.Libardo Cruz Casado"",""H.R.Ciro Antonio Rodríguez Pinzón"",""H.R.Julián David López Tenorio"",""H.R.Luis Carlos Ochoa Tobón"",""H.R.Hernando González""]",Archivado,"Comisión Sexta o de Transportes y Comunicaciones","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/reforma-a-la-ley-142-de-1994,"POR MEDIO DE LA CUAL SE MODIFICA LA LEY 142 DE 1994 Y SE DICTAN OTRAS DISPOSICIONES",""
216/2022C,,"TORNEOS DE FUTBOL PROFESIONALES","Ley Ordinaria","[""H.R.Alfredo Ape Cuello Baute"",""H.R.Libardo Cruz Casado"",""H.R.Ciro Antonio Rodríguez Pinzón"",""H.R.Luis Carlos Ochoa Tobón"",""H.R.Jaime Rodríguez Contreras"",""H.R.Hernando González"",""H.R.Julián David López Tenorio""]","Trámite en Plenaria","Comisión Sexta o de Transportes y Comunicaciones","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/torneos-de-futbol-profesionales,"POR MEDIO DE LA CUAL SE DECLARA DE INTERÉS NACIONAL LOS TORNEOS DE FUTBOL PROFESIONALES COLOMBIANOS A CARGO DE LA DIMAYOR",""
215/2022C,,"SOACHA CAPITAL DE CUNDINAMARCA","Acto Legislativo","[""H.S.Gustavo Adolfo Moreno Hurtado"",""H.S.Paulino Riascos Riascos"",""H.S.Inti Raúl Asprilla Reyes"",""H.R.David Ricardo Racero Mayorca"",""H.R.Gloria Liliana Rodríguez Valencia"",""H.R.Olga Lucia Velásquez Nieto"",""H.R.Karen Astrith Manrique Olarte"",""H.R.Karen Juliana López Salazar"",""H.R.Jhoany Carlos Alberto Palacios Mosquera"",""H.R.Jorge Alejandro Ocampo Giraldo"",""H.R.Carlos Edward Osorio Aguiar"",""H.R.Jairo Reinaldo Cala Suárez"",""H.R.Yenica Sugein Acosta Infante"",""H.R.Edinson Vladimir Olaya Mancipe"",""H.R.Norman David Bañol Álvarez"",""H.R.Gloria Elena Arizabaleta Corral"",""H.R.Germán Rogelio Rozo Anís"",""H.R.Santiago Osorio Marín"",""H.R.Alejandro García Ríos"",""H.R.Luis Ramiro Ricardo Buelvas"",""H.R.Wilder Iberson Escobar Ortiz"",""H.R.Juan Carlos Vargas Soler"",""H.R.Jennifer Dalley Pedraza Sandoval"",""H.R.Erika Tatiana Sánchez Pinto"",""H.R.John Jairo González Agudelo"",""H.R.John Fredy Núñez Ramos"",""H.R.Gerson Lisímaco Montaño Arizala"",""H.R.Haiver Rincón Gutiérrez"",""H.R.Pedro Baracutao García Ospina"",""H.R.Leonor María Palencia Vega"",""H.R.Diógenes Quintero Amaya"",""H.R.Luis Alberto Albán Urbano"",""H.R.Elkin Rodolfo Ospina Ospina"",""H.R.Álvaro Henry Monedero Rivera""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/soacha-capital-de-cundinamarca,"Por medio del cual se modifican los artículos 322 y 326 de la Constitución Política","La iniciativa legislativa pretende desarrollar los postulados constitucionales de los artículos 311 y 320, modificando el articulo 322 constitucional, eliminando la designación de Bogotá D.C. como capital del departamento de Cundinamarca. En consecuencia, reforma el articulo 326 superior estableciendo al municipio de Soacha como capital del departamento de Cundinamarca cuyo régimen jurídico será el definido por la Ley."
214/2022C,039/2022S,"FORMATO DE COMUNICADOS","Acto Legislativo","[""H.R.Jorge Alejandro Ocampo Giraldo"",""H.R.Eduard Giovanny Sarmiento Hidalgo"",""H.R.Carlos Felipe Quintero Ovalle"",""H.R.Álvaro Leonel Rueda caballero"",""H.R.Jorge Eliécer Tamayo Marulanda"",""H.R.Heraclito Landinez Suárez"",""H.R.Luis Alberto Albán Urbano"",""H.R.Alirio Uribe Muñoz"",""H.R.Pedro José Súarez Vacca"",""H.R.Luz María Múnera Medina"",""H.R.Marelen Castillo Torres"",""H.R.Astrid Sánchez Montes De Oca"",""H.R.Pedro Baracutao García Ospina"",""H.R.Juan Carlos Wills Ospina"",""H.R.Luis Eduardo Díaz Mateus"",""H.R.Yulieth Andrea Sánchez Carreño"",""H.R.Erick Adrián Velasco Burbano"",""H.R.Camilo Esteban Ávila Morales"",""H.R.Víctor Manuel Salcedo Guerrero"",""H.R.Héctor Mauricio Cuéllar Pinzón"",""H.R.Carlos Alberto Cuenca Chaux"",""H.R.Wadith Alberto Manzur Imbett"",""H.R.Julián Peinado Ramírez"",""H.R.Jezmi Lizeth Barraza Arraut"",""H.R.María Eugenia Lopera Monsalve"",""H.R.Juan Diego Muñoz Cabrera"",""H.R.Piedad Correal Rubiano""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/formato-de-comunicados,"POR MEDIO DEL CUAL SE INTERPRETA EL PARÁGRAFO 2° DEL ARTÍCULO TRANSITORIO 5° DEL ACTO LEGISLATIVO 02 DE 2021","El proyecto de Acto Legislativo busca interpretar el Parágrafo 2° del Artículo Transitorio 5° del Acto Legislativo 02 de 2021"
213/2022C,,"COMUNIDAD LACTANTE","Ley Ordinaria","[""H.S.Beatriz Lorena Ríos Cuellar"",""H.S.Martha Isabel Peralta Epieyu"",""H.S.Piedad Esneda Córdoba Ruiz"",""H.R.Jezmi Lizeth Barraza Arraut"",""H.R.Dolcey Oscar Torres Romero"",""H.R.Hernando Guida Ponce"",""H.R.José Eliécer Salazar López"",""H.R.César Cristian Gómez Castro"",""H.R.Carlos Felipe Quintero Ovalle"",""H.R.Hugo Alfonso Archila Suárez"",""H.R.Karen Juliana López Salazar"",""H.R.Germán Rogelio Rozo Anís"",""H.R.Jorge Alberto Cerchiaro Figueroa"",""H.R.Omar De Jesús Restrepo Correa"",""H.R.Julián Peinado Ramírez"",""H.R.Aníbal Gustavo Hoyos Franco"",""H.R.Gerardo Yepes Caro"",""H.R.Jairo Reinaldo Cala Suárez"",""H.R.Leider Alexandra Vásquez Ochoa"",""H.R.Luis David Súarez Chadid"",""H.R.Agmeth José Escaf Tijerino"",""H.R.Jhoany Carlos Alberto Palacios Mosquera"",""H.R.Betsy Judith Pérez Arango""]",Archivado,"Comisión Séptima Constitucional Permanente","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/comunidad-lactante-3,"POR MEDIO DE LA CUAL SE ESTABLECEN MEDIDAS ORIENTADAS A FORTALECER LA COMUNIDAD LACTANTE, LA PROMOCIÓN DE LA LACTANCIA MATERNA EN EL TERRITORIO NACIONAL Y SE DICTAN OTRAS DISPOSICIONES","Fortalecer las redes de apoyo de la Comunidad Lactante y orientar acciones para salvaguardar el derecho a la salud de las madres, de los niños y las niñas, y el derecho a la Seguridad Alimentaria y Nutricional de la primera infancia por medio de la promoción de la práctica de la lactancia materna en el territorio nacional."
212/2022C,230/2022S,"CONTINUIDAD FUNCION PUBLICA DE CONTROL FISCAL","Ley Ordinaria","[""Contralor General de la Republica - Carlos Hernan Rodriguez Becerra"",""Ministro del Interior - Alfonso Prada Gil""]",Ley,"Comisión Primera Constitucional Permanente","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/continuidad-funcion-publica-de-control-fiscal,"Por el cual se establecen disposiciones para dar continuidad a la función pública de control fiscal al Sistema General de Regalías","El presente proyecto de ley tiene por objeto dar continuidad en la función pública de control fiscal en el marco del Sistema General de Regalías, que desde 2011 mediante la reforma constitucional establecido mediante el Acto Legislativo 5 de 2011, al crear ese sistema se asignó una competencia de control, técnica y especializada, en cabeza de la Contraloría General de la República (CGR), como medida que asegura el buen uso de esos recursos o medidas de vigilancia en caso de desviación."
211/2022C,,"REGION METROPOLITANA","Acto Legislativo","[""H.S.Imelda Daza Cotes"",""H.S.Robert Daza Guevara"",""H.S.Julián Gallo Cubillos"",""H.S.Omar de Jesús Restrepo Correa"",""H.S.Pablo Catatumbo Torres Victoria"",""H.R.Eduard Giovanny Sarmiento Hidalgo"",""H.R.Gabriel Becerra Yañez"",""H.R.Santiago Osorio Marín"",""H.R.Pedro José Súarez Vacca"",""H.R.Jorge Alejandro Ocampo Giraldo"",""H.R.Luz María Múnera Medina"",""H.R.Luis Alberto Albán Urbano"",""H.R.William Ferney Aljure Martínez"",""H.R.Alirio Uribe Muñoz"",""H.R.Leider Alexandra Vásquez Ochoa"",""H.R.Etna Tamara Argote Calderón"",""H.R.Heraclito Landinez Suárez"",""H.R.María del Mar Pizarro García""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/region-metropolitana-0,"Por el cual se modifica el artículo 325 de la Constitución Política de Colombia y se dictan otras disposiciones",""
210/2022C,,"REGIMEN ADUANERO MAICAO, URIBIA Y MANAURE","Ley Ordinaria","[""H.R.Juan Loreto Gómez Soto""]",Retirado,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/regimen-aduanero-maicao-uribia-y-manaure,"POR MEDIO DEL CUAL SE MODIFICA EL ARTÍCULO 18 DE LA LEY 677 DE 2001","El Objeto de esta ley es asignarle un porcentaje de los impuestos por mercancía que ingresan a la zona de régimen aduanero especial de Maicao, Uribia y Manaure en el departamento de La Guajira."
209/2022C,,"CANASTA BASICA DE CULTURA","Ley Ordinaria","[""H.S.Ana carolina Espitia Jerez"",""H.S.Angélica lisbeth lozano correa"",""H.S.Pedro Hernando Flórez Porras"",""H.S.Guido Echeverri Piedrahita"",""H.R.Daniel Carvalho Mejía"",""H.R.Jennifer Dalley Pedraza Sandoval"",""H.R.Carolina Giraldo Botero"",""H.R.Duvalier Sánchez Arango"",""H.R.Olga Lucia Velásquez Nieto"",""H.R.Wilder Iberson Escobar Ortiz"",""H.R.Jaime Raúl Salamanca Torres"",""H.R.Elkin Rodolfo Ospina Ospina"",""H.R.Juan Sebastián Gómez Gonzáles"",""H.R.Luis Carlos Ochoa Tobón"",""H.R.Juan Carlos Lozada Vargas"",""H.R.Alejandro García Ríos"",""H.R.Pedro Baracutao García Ospina"",""H.R.Agmeth José Escaf Tijerino"",""H.R.Diógenes Quintero Amaya"",""H.R.Julián Peinado Ramírez"",""H.R.Hernando González""]","Trámite a Senado","Comisión Sexta o de Transportes y Comunicaciones","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/canasta-basica-de-cultura,"Por medio del cual se establece la Canasta Básica de Cultura en el país","La presente Ley busca establecer la Canasta Básica de Cultura para garantizar el acceso efectivo a las ofertas culturales a través de acciones dirigidas y diferenciadas que fortalezcan la sostenibilidad de los actores culturales colombianos por medio del consumo local."
208/2022C,,"REFORMA CGR-TRIBUNAL","Acto Legislativo","[""H.S.Angélica lisbeth lozano correa"",""H.S.Ariel Fernando Avíla Martínez"",""H.R.Catherine Juvinao Clavijo"",""H.R.Santiago Osorio Marín"",""H.R.Jaime Raúl Salamanca Torres"",""H.R.Duvalier Sánchez Arango"",""H.R.Julia Miranda Londoño"",""H.R.Carolina Giraldo Botero"",""H.R.Jennifer Dalley Pedraza Sandoval"",""H.R.Olga Lucia Velásquez Nieto"",""H.R.Cristian Danilo Avendaño Fino""]","Trámite en Comisión","Comisión Primera Constitucional Permanente","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/reforma-cgr-tribunal,"Por medio del cual se modifican los artículos 116, 126, 141, 156, 197, 248, 267, 268 y 272 de la Constitución Política, se adicionan los artículos 248A y 248B, y se dictan otras disposiciones","El presente proyecto de acto legislativo tiene como finalidad modificar los artículos 116, 126, 141, 156, 197, 267, 268, 272 y 274 de la Constitución Política"
207/2022C,,ZOOLOGICOS,"Ley Ordinaria","[""H.S.Paola Andrea Holguín Moreno"",""H.R.Juan Fernando Espinal Ramírez"",""H.R.Daniel Carvalho Mejía"",""H.R.Juan Camilo Londoño Barrera"",""H.R.Yenica Sugein Acosta Infante"",""H.R.Yulieth Andrea Sánchez Carreño"",""H.R.Andrés Felipe Jiménez Vargas"",""H.R.Óscar Darío Pérez Pineda"",""H.R.Hernán Darío Cadavid Márquez"",""H.R.Luvi Katherine Miranda Peña"",""H.R.Mauricio Parodi Díaz"",""H.R.Carlos Edward Osorio Aguiar"",""H.R.José Jaime Uscátegui Pastrana"",""H.R.Ana Rogelia Monsalve Álvarez""]","Trámite a Senado","Comisión Quinta Constitucional Permanente","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/zoologicos,"Por medio del cual se transforman los zoológicos, parques animales, exhibiciones animales y parques temáticos en “Parques de la Conservación” con componente de conservación e investigación científica","El objeto de la presente Ley es la protección el cuidado, promoción y conservación de la fauna silvestre que requiere un trato y manejo especial contra el sufrimiento y el dolor causado directa o indirectamente por los humanos, mediante la rehabilitación, la investigación, la educación ambiental y la apropiación social del conocimiento en espacios denominados parques para la conservación."
206/2022C,,"GAS NATURAL","Ley Ordinaria","[""H.S.Paola Andrea Holguín Moreno"",""H.R.Juan Fernando Espinal Ramírez"",""H.R.Hernán Darío Cadavid Márquez"",""H.R.Oscar Leonardo Villamizar Meneses"",""H.R.Yenica Sugein Acosta Infante"",""H.R.Juan Felipe Corzo Álvarez"",""H.R.Yulieth Andrea Sánchez Carreño"",""H.R.Christian Munir Garcés Aljure"",""H.R.Andrés Eduardo Forero Molina"",""H.R.Carlos Edward Osorio Aguiar"",""H.R.Óscar Darío Pérez Pineda"",""H.R.José Jaime Uscátegui Pastrana"",""H.R.Edinson Vladimir Olaya Mancipe"",""H.R.Marelen Castillo Torres"",""H.R.Leonor María Palencia Vega""]","Trámite en Plenaria","Comisión Quinta Constitucional Permanente","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/gas-natural,"Por medio del cual se declara el Gas Natural como energía verde y se dictan otras disposiciones","Declárese el Gas Natural Energía Verde en todo el territorio colombiano y promuévase la investigación, exploración y explotación de este combustible como energético fundamental para el proceso de Transición Energética y reducción de las emisiones de carbono"
205/2022C,,"PROPIEDAD HORIZONTAL","Ley Ordinaria","[""Oscar Hernán Sánchez León"",""Álvaro Leonel Rueda caballero"",""Carlos Adolfo Ardila Espinosa"",""Juan Carlos Wills Ospina"",""Karyme Adrana Cotes Martínez"",""Jorge Méndez Hernández"",""José Jaime Uscátegui Pastrana"",""Luis Eduardo Díaz Mateus""]",Retirado,"Comisión Primera Constitucional Permanente","Cámara",2022-2026,2022-2023,https://www.camara.gov.co/propiedad-horizontal-7,"POR MEDIO DE LA CUAL SE REFORMA Y ADICIONA LA LEY 675 DE 2001, REFERENTE AL RÉGIMEN DE PROPIEDAD HORIZONTAL EN COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES","La presente Ley tiene por objeto reformar y adicionar la Ley 675 de 2001, referente al régimen de propiedad horizontal en Colombia."
