numeroCamara,numeroSenado,tituloCorto,tipo,autores,estado,comision,origen,cuatrenio,legislatura,url,tituloLargo,objeto
095/2018C,282/2019S,"DIÓCESIS DE VALLEDUPAR","Ley Ordinaria","[""H.R.Alfredo Ape Cuello Baute""]",Archivado,"Comisión Segunda o de Relaciones Internacionales","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/diocesis-de-valledupar-0,"POR LA CUAL SE RINDE HOMENAJE A LA DIÓCESIS DE VALLEDUPAR EN SUS CINCUENTA AÑOS, SE DECLARA BIEN DE INTERÉS CULTURAL DE LA NACIÓN LA CATEDRAL DE NUESTRA SEÑORA DEL ROSARIO Y SE DICTAN OTRAS DISPOSICIONES",""
094/2018C,281/2019S,"MONUMENTO TEMPLO DEL ROSARIO","Ley Ordinaria","[""H.R.Alfredo Ape Cuello Baute""]","Sancion Presidencial","Comisión Segunda o de Relaciones Internacionales","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/monumento-templo-del-rosario,"POR MEDIO DE LA CUAL SE DECLARA MONUMENTO NACIONAL AL TEMPLO DE NUESTRA SEÑORA DEL ROSARIO DEL MUNICIPIO DE RÍO DE ORO, DEPARTAMENTO DEL CESAR",""
093/2018C,,"INSTITUCIÓN CERVELEÓN PADILLA","Ley Ordinaria","[""H.R.Alfredo Ape Cuello Baute""]",Archivado,"Comisión Segunda o de Relaciones Internacionales","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/institucion-cerveleon-padilla,"POR LA CUAL LA NACIÓN Y EL CONGRESO DE LA REPÚBLICA SE ASOCIAN Y RINDEN HOMENAJE A LA INSTITUCIÓN EDUCATIVA TÉCNICA CERVELEÓN PADILLA LASCARRO DEL MUNICIPIO DE CHIMICHAGUA, CESAR CON MOTIVO DEL QUINCUAGÉSIMO ANIVERSARIO DE SU FUNDACIÓN Y SE AUTORIZAN APROPIACIONES PRESUPUESTALES PARA LA EJECUCIÓN DE LAS OBRAS BÁSICAS PARA LA INSTITUCIÓN",""
092/2018C,,"FESTIVAL MUSICA VALLENATA","Ley Ordinaria","[""H.R.Alfredo Ape Cuello Baute""]",Archivado,"Comisión Segunda o de Relaciones Internacionales","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/festival-musica-vallenata,"POR MEDIO DE LA CUAL  SE DECLARA PATRIMONIO CULTURAL DE LA NACIÓN EL FESTIVAL DE MÚSICA VALLENATA EN GUITARRAS DEL MUNICIPIO DE AGUSTÍN CODAZZI  EN EL DEPARTAMENTO DEL CESAR,  SE EXALTAN  SUS 32  AÑOS DE EXISTENCIA Y SE DICTAN OTRAS DISPOSICIONES",""
091/2018C,213/2018S,"REDAM REGISTRO DEUDORES ALIMENTARIOS MOROSOS","Ley Estatutaria","[""H.S.Maritza Martínez Aristizábal"",""H.R.David Ernesto Pulido Novoa""]",Ley,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/redam-registro-deudores-alimentarios-morosos,"POR MEDIO DE LA CUAL SE CREA EL REGISTRO DE DEUDORES ALIMENTARIOS MOROSOS –REDAM- Y SE DICTAN OTRAS DISPOSICIONES","La presente ley tiene por objeto establecer medidas para 
garantizar el cumplimiento de las obligaciones alimentarias y crear el Registro de 
Deudores Alimentarios Morosos (REDAM), como mecanismo de control al 
incumplimiento de las obligaciones alimentarias."
090/2018C,,BICENTENARIO,"Ley Ordinaria","[""H.R.Víctor Manuel Ortiz Joya"",""H.R.Nubia López Morales"",""H.R.Oscar Leonardo Villamizar Meneses"",""H.R.Fabián Díaz Plata"",""H.R.Edwin Gilberto Ballesteros Archila""]",Ley,"Comisión Segunda o de Relaciones Internacionales","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/bicentenario,"POR MEDIO DE LA CUAL SE MODIFICA LA LEY 1916 DE 2018, SE INCLUYE AL DEPARTAMENTO DE SANTANDER EN LA CELEBRACIÓN DEL BICENTENARIO DE LA CAMPAÑA LIBERTADORA DE 1819 Y SE DICTAN OTRAS DISPOSICIONES","El objeto es ampliar el número de municipios amparados por los planes, programas y proyectos que establece la Ley 1916 de 2018 para conmemorar los 200 años de la Campaña Libertadora de 1819. El proyecto amplía el número de municipios tomando como referencia el margen de acción de las guerrillas independentistas de Santander, partícipes de la guerra de independencia y protagonistas de la Batalla de Pienta librada el 4 de agosto de 1819 en el municipio de Charalá."
089/2018C,,"BATALLA DE PIENTA","Ley Ordinaria","[""H.R.Víctor Manuel Ortiz Joya"",""H.R.Nubia López Morales"",""H.R.Oscar Leonardo Villamizar Meneses"",""H.R.Fabián Díaz Plata""]",Ley,"Comisión Segunda o de Relaciones Internacionales","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/batalla-de-pienta,"POR MEDIO DE LA CUAL LA NACIÓN EXALTA Y RINDE HOMENAJE A LOS HÉROES DE PIENTA, AL CUMPLIRSE EL BICENTENARIO DE LA INDEPENDENCIA","Con este proyecto de ley ordinaria se pretende autorizar al Gobierno Nacional para que, bajo los
parámetros de coordinación, concurrencia y subsidiariedad, partícipe en la financiación y ejecución de
proyectos de inversión que fortalezcan la memoria de los “Héroes de Pienta” y de los municipios que
participaron en esta importante batalla. La idea es que se incorporen, dentro del Presupuesto General
de la Nación, partidas presupuestales necesarias a fin de adelantar las obras mencionadas."
088/2018C,,"PATRIMONIO DE GAITAS","Ley Ordinaria","[""H.R.Silvio José Carrasquilla Torres""]","Trámite a Senado","Comisión Segunda o de Relaciones Internacionales","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/patrimonio-de-gaitas,"POR MEDIO DE LA CUAL SE DECLARA PATRIMONIO CULTURAL INMATERIAL DE LA NACIÓN EL FESTIVAL NACIONAL AUTOCTONO DE GAITAS DE SAN JACINTO “TOÑO FERNÁNDEZ, NOLASCO MEJÍA Y MAÑE MENDOZA” Y TODAS SUS MANIFESTACIONES CULTURALES Y ARTESANALES","El presente proyecto de ley, tiene corno finalidad darle un estatus de Patrimonio 
Cultural de la Nación al Festival Nacional Autóctono de Gaitas de San Jacinto 
Bolivar ""Toño Fernández, Nolasco Mejía y Mañe Mendoza"" y todas sus 
Manifestaciones Culturales y Artesanales , con el fin de promover el turismo 
cultural, impulsar la economía del municipio y por encima de todo, proteger el 
legado que trae consigo desde hace muchos años,"
087/2018C,,"COMISIÓN DE LA VERDAD","Acto Legislativo","[""H.R.Óscar Darío Pérez Pineda"",""H.R.John Jairo Berrio López"",""H.R.Juan Pablo Celis Vergel"",""H.R.John Jairo Bermúdez Garcés"",""H.R.Luis Fernando Gómez Betancourt"",""H.R.César Eugenio Martínez Restrepo"",""H.R.Margarita María Restrepo Arango"",""H.R.Esteban Quintero Cardona"",""H.R.Oscar Leonardo Villamizar Meneses"",""H.R.Diego Javier Osorio Jiménez"",""H.R.Enrique Cabrales Baquero"",""H.R.Christian Munir Garcés Aljure"",""H.R.Milton Hugo Angulo Viveros""]",Retirado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/node/15009,"POR EL CUAL SE ADICIONA UN ARTÍCULO TRANSITORIO DE LA CONSTITUCIÓN POLÍTICA",""
086/2018C,,"MATRÍCULA EXTRAORDINARIA","Ley Ordinaria","[""H.R.Milene Jarava Díaz""]",Archivado,"Comisión Sexta o de Transportes y Comunicaciones","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/matricula-extraordinaria,"POR MEDIO DEL CUAL SE MODIFICA EL ARTÍCULO 122 DE LA LEY 30 DE 1992",""
085/2018C,,"PLANILLA TAXISTAS","Ley Ordinaria","[""H.R.Milene Jarava Díaz""]",Archivado,"Comisión Sexta o de Transportes y Comunicaciones","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/planilla-taxistas,"POR MEDIO DE LA CUAL SE ESTABLECE EL NO COBRO DE LA PLANILLA DE VIAJE OCASIONAL REGULADA POR EL ARTÍCULO 23 DEL DECRETO NÚMERO 172 DE 2001",""
084/2018C,,"CONMEMORACIÓN PUERTO LEGUÍZAMO","Ley Ordinaria","[""H.R.Carlos Adolfo Ardila Espinosa"",""H.R.Jimmy Harold Diaz Burbano""]",Ley,"Comisión Segunda o de Relaciones Internacionales","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/conmemoracion-puerto-leguizamo,"POR MEDIO DE LA CUAL LA NACIÓN SE ASOCIA A LA CONMEMORACIÓN DE LOS CIEN (100) AÑOS DE FUNDACIÓN DEL MUNICIPIO DE PUERTO LEGUÍZAMO EN EL DEPARTAMENTO DEL PUTUMAYO, RINDE PÚBLICO HOMENAJE A SUS HABITANTES Y SE DICTAN OTRAS DISPOSICIONES","Con el objeto de incentivar el comercio entre Puerto Asís y Brasil, en 1918 el prefecto apostólico del Caquetá Fray Fidel de Montclar, envió a una expedición oficial al mando del reverendo padre Fray Estanislao Gaspar de Pinell, prelado de Puerto Asís y el doctor Tomás Márquez Bravo, quienes pasaron por la desembocadura del río Caucayá, donde se dieron cuenta de las magníficas condiciones para la fundación de una población en este abandonado territorio colombiano."
083/2018C,236/2019S,"ACUERDOS ANTICOMPETITIVOS","Ley Ordinaria","[""H.R.Ricardo Alfonso Ferro Lozano"",""H.R.Juan Pablo Celis Vergel"",""H.R.Edwin Gilberto Ballesteros Archila"",""H.R.Gabriel Jaime Vallejo Chujfi"",""H.R.Oscar Leonardo Villamizar Meneses"",""H.R.Christian Munir Garcés Aljure"",""H.R.Enrique Cabrales Baquero"",""H.R.Edward David Rodríguez Rodríguez"",""H.R.José Jaime Uscátegui Pastrana"",""H.R.Jennifer Kristin Arias Falla"",""H.R.Esteban Quintero Cardona"",""H.R.Gustavo Londoño García"",""H.R.Milton Hugo Angulo Viveros"",""H.R.Óscar Darío Pérez Pineda"",""H.R.Juan David Velez Trujillo"",""H.R.John Jairo Bermúdez Garcés"",""H.R.Yenica Sugein Acosta Infante"",""H.R.Hernán Humberto Garzón Rodríguez"",""H.R.Rubén Darío Molano Piñeros"",""H.R.Álvaro Hernán Prada Artunduaga"",""H.R.Juan Fernando Espinal Ramírez"",""y otras firmas""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/acuerdos-anticompetitivos,"POR MEDIO DE LA CUAL SE ADICIONA UNA CAUSAL DE INHABILIDAD PARA CELEBRAR CONTRATOS CON ENTIDADES ESTATALES POR LA COMISIÓN DE CONDUCTAS PROHIBIDAS POR EL RÉGIMEN DE COMPETENCIA","El objeto del presente Proyecto de Ley radica en la necesidad de adicionar una causal de inhabilidad para participar en los procesos contractuales adelantados por las entidades sometidas al Estatuto General de Contratación de la Administración Pública, impuesta dicha inhabilidad a aquellas personas, ya sean naturales o jurídicas, que hayan sido declaradas responsables administrativamente por la violación del régimen de competencia, esto con el fin de combatir las prácticas de Acuerdos Anticompetitivos , en cualquier forma en que se presente."
082/2018C,,"TRABAJO DIGITAL","Ley Ordinaria","[""H.S.Rodrigo Lara Restrepo"",""H.S.Fabian Gerardo Castillo Suarez"",""H.S.Ana Maria Castañeda Gómez"",""H.S.Carlos Abraham Jiménez"",""H.S.Luis Eduardo Diazgranados Torres"",""H.S.Temistocles Ortega Narvaez"",""H.R.Hernando José Padaui Álvarez"",""H.R.Erwin Arias Betancur"",""H.R.Aquileo Medina Arteaga"",""H.R.Ángela Patricia Sánchez Leal"",""H.R.Jaime Rodríguez Contreras""]",Archivado,"Comisión Séptima Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/trabajo-digital,"POR MEDIO DE LA CUAL SE REGULA EL TRABAJO DIGITAL EN COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES","La competencia universal y los cambios tecnológicos –como la adopción masiva de los teléfonos inteligentes–, en el marco de la globalización económica están transformado el funcionamiento de la economía, convirtiéndose así en inversiones de innovación vitales para esta última (Ferry, 2014)  y con ello las relaciones entre clientes y empresas. De esta manera, es posible ver las transformaciones que progresivamente están sufriendo tanto el concepto tradicional de producción como las relaciones industriales y laborales.
Históricamente el modelo de relaciones industriales está fundamentado en una metodología de producción en serie con un conjunto de trabajadores dedicados a tareas particulares y subordinados a tareas específicas en el marco de la dependencia económica y disciplinar de un empleador. Este modelo laboral denominado “fordismo”, podría señalarse, fue el modelo de producción del siglo XX."
081/2018C,031/2018S,"SERVIDOR PÚBLICO","Acto Legislativo","[""Ministra del Interior"",""doctora NANCY PATRICIA GUTIÉRREZ CASTAÑEDA.""]",Archivado,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/servidor-publico,"POR EL CUAL SE MODIFICA EL ARTÍCULO 122 DE LA CONSTITUCIÓN POLÍTICA",""
080/2018C,,"REFORMA TRIBUTARIA","Ley Ordinaria","[""H.S.Daira Galvis Méndez"",""H.S.Germán Varón Cotrino"",""H.S.Carlos Abraham Jiménez"",""H.S.Luis Eduardo Diazgranados Torres"",""H.S.Fabian Gerardo Castillo Suarez"",""H.S.Temistocles Ortega Narvaez"",""H.S.Richard Alfonso Aguilar Villa"",""H.S.Didier Lobo Chinchilla"",""H.S.Antonio Luis Zabaraín Guevara"",""H.S.Ana Maria Castañeda Gómez"",""H.S.Edgar Díaz Contreras"",""H.S.Rodrigo Lara Restrepo"",""H.S.Claudia Rodriguez De Castellanos"",""H.R.Carlos Alberto Cuenca Chaux"",""H.R.Erwin Arias Betancur"",""H.R.Atilano Alonso Giraldo Arboleda"",""H.R.Hernando José Padaui Álvarez"",""H.R.Karen Violette Cure Corcione"",""H.R.Gloria Betty Zorro Africano"",""H.R.Modesto Enrique Aguilera Vides"",""H.R.Eloy Chichí Quintero Romero"",""H.R.Jaime Rodríguez Contreras"",""H.R.Héctor Javier Vergara Sierra"",""H.R.Jorge Méndez Hernández"",""H.R.Aquileo Medina Arteaga"",""H.R.David Ernesto Pulido Novoa"",""H.R.Salim Villamil Quessep"",""H.R.Gustavo Hernán Puentes Díaz"",""H.R.Jairo Humberto Cristo Correa"",""H.R.Julio César Triana Quintero"",""H.R.José Daniel López Jiménez"",""H.R.Ángela Patricia Sánchez Leal"",""H.R.César Augusto Lorduy Maldonado"",""H.R.José Gabriel Amar Sepúlveda"",""H.R.Nestor Leonardo Rico Rico"",""H.R.José Luis Pinedo Campo""]",Archivado,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/reforma-tributaria-7,"POR LA CUAL SE EXPIDEN NORMAS EN MATERIA TRIBUTARIA Y SE DICTAN OTRAS DISPOSICIONES",""
079/2018C,235/2019S,"CÓDIGO DE POLICÍA","Ley Ordinaria","[""H.R.Fabián Díaz Plata""]",Ley,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/codigo-de-policia-0,"POR EL CUAL SE MODIFICA LA LEY 1801 DE 2016 “POR LA CUAL SE EXPIDE EL CÓDIGO NACIONAL DE POLICÍA Y CONVIVENCIA” Y SE DICTAN OTRAS DISPOSICIONES","Atenuar las consecuencias sociales y de salud pública del abandono o pérdida de los animales domésticos o mascotas, a través del apoyo a Refugios o fundaciones que hacen las veces de centro de bienestar animal o coso, mientras los distritos o municipios crean estos lugares seguros para los animales domésticos perdidos o abandonados."
078/2018C,,"TALA DE ÁRBOLES","Ley Ordinaria","[""H.R.Fabián Díaz Plata"",""H.R.César Augusto Ortiz Zorro""]",Retirado,"Comisión Quinta Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/tala-de-arboles-0,"POR LA CUAL SE REGULA LA TALA DE ARBOLES EN COLOMBIA","Evitar la tala de árboles en Colombia como regla general, y ordenar el trasplante y traslado de las especies arbóreas, que no son compatibles con los diseños de los proyectos, garantizando en todo momento la adopción de los protocolos necesarios para su trasplante, traslado y cuidado. Siendo la excepción la tala de árboles enfermos, aquellas especies plantadas con fines de explotación comercial, o que, por su ubicación o estado, representen un peligro para la vida humana."
077/2018C,,"CARRERA ADMINISTRATIVA","Ley Ordinaria","[""H.S.Juan Diego Gómez Jiménez"",""H.R.Nicolás Albeiro Echeverry Alvarán""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/carrera-administrativa-1,"POR MEDIO DE LA CUAL SE MODIFICA EL ARTÍCULO 26 DE LA LEY 909 DE 2004",""
076/2018C,265/2019S,"ESTAMPILLA UNIVERSIDAD DE CÓRDOBA","Ley Ordinaria","[""H.S.Ruby Helena Chagui Spath"",""H.S.Nora María García Burgos"",""H.S.David Alejandro Barguil Assis"",""H.S.Fabio Raul Amin Saleme"",""H.S.Musa Besaile Fayad"",""H.R.Erasmo Elías Zuleta Bechara"",""H.R.Sara Elena Piedrahita Lyons"",""H.R.Jorge Enrique Burgos Lugo""]",Ley,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/estampilla-universidad-de-cordoba-2,"POR LA CUAL SE RENUEVA LA EMISIÓN DE LA ESTAMPILLA “PRO-DESARROLLO ACADÉMICO Y DESCENTRALIZACIÓN DE SERVICIOS EDUCATIVOS DE LA UNIVERSIDAD DE CÓRDOBA”, CREADA MEDIANTE LA LEY 382 DE 1997 Y SE DICTAN OTRAS DISPOSICIONES","La presente ley pretende renovar la estampilla “Pro-Desarrollo Académico y Descentralización de Servicios Educativos de la Universidad de Córdoba”, creada mediante Ley 382 de 1997. 

Autorícese a la Asamblea del Departamento de Córdoba para que ordene la emisión de la estampilla en los términos de la Ley 382 de 1997"
075/2018C,218/2018S,"ÁREAS METROPOLITANAS","Ley Orgánica","[""H.S.Paola Andrea Holguín Moreno"",""H.R.Óscar Darío Pérez Pineda"",""H.R.Esteban Quintero Cardona"",""H.R.John Jairo Bermúdez Garcés""]",Ley,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/areas-metropolitanas-2,"POR EL CUAL SE MODIFICA EL PORCENTAJE DE PARTICIPACIÓN PARA LA CONFORMACIÓN DE LAS ÁREAS METROPOLITANAS","La presente ley tiene por objeto modificar el porcentaje	de participación para la conformación de las áreas metropolitanas."
074/2018C,,"CUERPOS COLEGIADOS.","Acto Legislativo","[""Ministra del Interior"",""doctora NANCY PATRICIA GUTIÉRREZ CASTAÑEDA.""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/cuerpos-colegiados-0,"POR MEDIO DEL CUAL SE LIMITAN LOS PERÍODOS DE LOS MIEMBROS DE LOS CUERPOS COLEGIADOS DE ELECCIÓN DIRECTA",""
073/2018C,,"SERVIDOR PÚBLICO","Acto Legislativo","[""Ministra del Interior"",""doctora NANCY PATRICIA GUTIÉRREZ CASTAÑEDA.""]",Retirado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/servidor-publico-0,"POR EL CUAL SE MODIFICA EL ARTÍCULO 122 DE LA CONSTITUCIÓN POLÍTICA",""
072/2018C,030/2018S,"DELITOS CONEXOS","Acto Legislativo","[""Ministra del Interior"",""doctora NANCY PATRICIA GUTIÉRREZ CASTAÑEDA"",""Ministra de Justicia y del Derecho"",""doctora GLORIA MARÍA BORRERO RESTREPO.""]","Acto Legislativo","Comisión Primera Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/delitos-conexos,"POR MEDIO DEL CUAL SE ADICIONAN DOS ARTÍCULOS A LA CONSTITUCIÓN POLÍTICA",""
071/2018C,,"HUELLA BALÍSTICA","Ley Ordinaria","[""H.R.Nevardo Eneiro Rincón Vergara""]",Archivado,"Comisión Segunda o de Relaciones Internacionales","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/huella-balistica,"POR LA CUAL SE ESTABLECE EL SISTEMA NACIONAL DE REGISTRO DE IDENTIFICACIÓN BALÍSTICA DE LAS ARMAS DE FUEGO QUE CIRCULEN EN EL TERRITORIO NACIONAL Y SE DICTAN OTRAS DISPOSICIONES","El objetivo fundamental de este proyecto de ley es crear el Sistema Nacional de Registro de Identificación Balística de las armas de fuego que circulan en el territorio nacional colombiano, este registro estará conformado por el archivo físico y digital de la huella balística de las armas amparadas bajo permiso para tenencia, para porte y especiales. Cabe anotar que la huella de identificación balística está conformada por las marcas características que el extremo o punta de la aguja de percusión del arma ha dejado grabadas en el lugar de impacto sobre el casquillo y las marcas que el cañón de un arma de fuego efectúa sobre una ojiva cuando sale eyectada por un disparo"
070/2018C,,"CÓDIGO DE ÉTICA ADMINISTRADORES","Ley Ordinaria","[""H.S.Guillermo García Realpe"",""H.R.Harry Giovanny González García"",""H.R.Edgar Alfonso Gómez Román"",""H.R.Nevardo Eneiro Rincón Vergara"",""H.R.Diego Patiño Amariles"",""H.R.John Jairo Roldan Avendaño"",""H.R.Crisanto Pisso Mazabuel"",""H.R.Carlos Julio Bonilla Soto"",""H.R.Ángel María Gaitán Pulido"",""H.R.Luciano Grisales Londoño"",""H.R.Kelyn Johana González Duarte"",""H.R.Silvio José Carrasquilla Torres"",""H.R.Oscar Hernán Sánchez León"",""H.R.Nilton Córdoba Manyoma"",""H.R.Alexander Harley Bermúdez Lasso"",""H.R.Juan Carlos Lozada Vargas"",""H.R.Andrés David Calle Aguas"",""H.R.Hernán Gustavo Estupiñan Calvache"",""H.R.Elizabeth Jay-Pang Díaz"",""H.R.Juan Carlos Reinales Agudelo"",""H.R.Julián Peinado Ramírez"",""H.R.José Luis Correa López"",""H.R.Jezmi Lizeth Barraza Arraut"",""H.R.Alejandro Alberto Vega Pérez"",""H.R.Fabio Fernando Arroyave Rivas"",""H.R.Rodrigo Arturo Rojas Lara"",""H.R.Nubia López Morales"",""H.R.Juan Diego Echavarría Sánchez"",""H.R.Henry Fernando Correal Herrera"",""H.R.Álvaro Henry Monedero Rivera"",""H.R.Adriana Gómez Millán"",""H.R.Flora Perdomo Andrade"",""H.R.Juan Fernando Reyes Kuri"",""H.R.Carlos Adolfo Ardila Espinosa""]",Retirado,"Comisión Sexta o de Transportes y Comunicaciones","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/codigo-de-etica-administradores,"POR MEDIO DE LA CUAL SE DICTAN NORMAS PARA EL EJERCICIO DE LA PROFESIÓN DE ADMINISTRACIÓN, SE EXPIDE EL CÓDIGO DE ÉTICA, SE DEROGA LA LEY 60 DE 1981 Y SU DECRETO REGLAMENTARIO 2718 DE 1984, Y SE DICTAN OTRAS DISPOSICIONES",""
069/2018C,,FONAMEC,"Ley Ordinaria","[""H.S.Andrés Cristo Bustos"",""H.S.Edgar Díaz Contreras"",""H.S.Antonio sanguino Páez"",""H.S.Jose Luis Pérez Oyuela"",""H.S.Richard Alfonso Aguilar Villa"",""H.R.Juan Pablo Celis Vergel"",""H.R.Jairo Humberto Cristo Correa"",""H.R.Ciro Antonio Rodríguez Pinzón"",""H.R.Wilmer Ramiro Carrillo Mendoza""]",Archivado,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/fonamec,"POR MEDIO DE LA CUAL SE CREA EL ""FONDO PARA EL DESARROLLO INTEGRAL Y REACTIVACIÓN ECONÓMICA DEL ÁREA METROPOLITANA DE CÚCUTA","La presente ley tiene por objeto establecer medidas tendientes a la promoción y reactivación económica del Área Metropolitana de Cúcuta."
068/2018C,,"PERSONERÍAS","Ley Ordinaria","[""H.R.Oscar Hernán Sánchez León"",""H.R.José Luis Correa López"",""H.R.Hernán Gustavo Estupiñan Calvache"",""H.R.Rodrigo Arturo Rojas Lara"",""H.R.Carlos Julio Bonilla Soto""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/personerias,"POR MEDIO DE LA CUAL SE DICTAN DISPOSICIONES PARA FORTALECER EL FUNCIONAMIENTO DE LAS PERSONERÍAS EN COLOMBIA","La presente ley tiene como propósito definir y unificar la naturaleza, estructura, requisitos, inhabilidades, incompatibilidades, prohibiciones, funciones, competencias y atribuciones de las personerías municipales y distritales.

De igual manera fortalecer la gestión, autonomía administrativa y financiera de las personerías municipales y distritales para el óptimo ejercicio de las funciones asignadas."
067/2018C,,"ALCALDE MAYOR","Acto Legislativo","[""H.S.Rodrigo Lara Restrepo"",""H.R.José Daniel López Jiménez"",""H.R.Edward David Rodríguez Rodríguez"",""H.R.Jaime Rodríguez Contreras"",""H.R.Julio César Triana Quintero"",""H.R.Erwin Arias Betancur"",""H.R.Samuel Alejandro Hoyos Mejía"",""H.R.Gabriel Santos García"",""H.R.David Ernesto Pulido Novoa"",""H.R.Jorge Méndez Hernández"",""H.R.César Augusto Lorduy Maldonado"",""H.R.José Jaime Uscátegui Pastrana"",""H.R.Juan Carlos Wills Ospina"",""H.R.Ángela Patricia Sánchez Leal"",""H.R.Carlos Eduardo Acosta Lozano"",""H.R.Irma Luz Herrera Rodríguez"",""y otras firmas""]",Otro,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/alcalde-mayor,"POR MEDIO DE LA CUAL SE MODIFICA EL ARTÍCULO 323 DE LA CONSTITUCIÓN POLÍTICA DE COLOMBIA” (SEGUNDA VUELTA ALCALDE MAYOR)",""
066/2018C,,"CADENA PERPETUA","Acto Legislativo","[""H.S.Berner león Zambrano Erazo"",""H.R.Martha Patricia Villalba Hodwalker"",""H.R.Harry Giovanny González García"",""H.R.Jhon Arley Murillo Benítez"",""H.R.Silvio José Carrasquilla Torres"",""H.R.José Gabriel Amar Sepúlveda"",""H.R.Emeterio José Montes De Castro"",""H.R.Erasmo Elías Zuleta Bechara"",""H.R.Wilmer Ramiro Carrillo Mendoza"",""H.R.Sara Elena Piedrahita Lyons"",""H.R.Ciro Antonio Rodríguez Pinzón"",""H.R.Andrés David Calle Aguas"",""H.R.Felipe Andrés Muñoz Delgado"",""H.R.Adriana Magali Matiz Vargas"",""H.R.Germán Alcides Blanco Álvarez"",""H.R.Jaime Felipe Lozada Polanco"",""H.R.Elbert Díaz Lozano"",""H.R.Alfredo Ape Cuello Baute"",""H.R.José Luis Pinedo Campo"",""H.R.Yamil Hernando Arana Padaui"",""H.R.Nestor Leonardo Rico Rico"",""H.R.José Elver Hernández Casas"",""H.R.Álvaro Henry Monedero Rivera"",""H.R.Faber Alberto Muñoz Cerón"",""H.R.Kelyn Johana González Duarte"",""H.R.Harold Augusto Valencia Infante"",""H.R.Oscar Tulio Lizcano Gonzalez"",""H.R.John Jairo Hoyos García"",""H.R.Alonso José del Rio Cabarcas"",""H.R.Astrid Sánchez Montes De Oca"",""H.R.John Jairo Cárdenas Morán"",""H.R.Rodrigo Arturo Rojas Lara"",""H.R.Monica Liliana Valencia Montaña"",""H.R.Monica Maria Raigoza Morales"",""H.R.Karina Estefanía Rojano Palacio""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2018-2019,https://www.camara.gov.co/cadena-perpetua-2,"POR MEDIO DEL CUAL SE MODIFICA EL ARTÍCULO 34 DE LA CONSTITUCIÓN POLÍTICA, SUPRIMIENDO LA PROHIBICIÓN DE LA PENA DE PRISIÓN PERPETUA Y ESTABLECIENDO LA PRISIÓN PERPETUA REVISABLE","Por medio del presente proyecto de acto legislativo, se pretende la supresión de la prohibición Constitucional de la pena de prisión perpetua en nuestro ordenamiento normativo permitiendo la imposición de penas de hasta prisión perpetua,  dotando con ello al operador jurídico de una nueva herramienta dentro del abanico de posibilidades que tiene para sancionar punitivamente a personas transgresoras de normas penales concretas cuyo sujeto pasivo sean los niños, niñas y adolescentes de nuestro país."
